Attendance,Current_GPA,Previous_GPA,GPA_Diff,NonProductive_Hrs,SemiProductive_Hrs,Productive_Hrs,Club_Score,Internship_Status,Family_Income,Sentiment_Score,Dropout_Prob
91,8.48,8.937605022640378,-0.46,0.7,1.0,0.2,2,0,1-5 LPA,0.34,0.65
76,6.84,6.276217251511293,0.56,0.1,3.7,1.5,1,1,<1 LPA,0.5,0.55
93,4.35,4.0,0.35,2.2,1.0,0.6,2,0,1-5 LPA,-0.62,1.0
60,9.75,9.634076336734855,0.12,4.0,0.9,0.4,2,1,1-5 LPA,-0.68,0.8
53,9.66,9.303245028911071,0.36,0.4,0.3,0.4,2,1,5-10 LPA,-0.53,0.8
70,8.71,8.800512365642419,-0.09,3.3,0.6,1.9,3,1,5-10 LPA,-0.27,0.75
94,9.95,9.659506671075546,0.29,3.8,0.1,0.8,5,1,1-5 LPA,0.59,0.45
87,7.27,5.664034511403992,1.61,4.9,1.5,1.3,5,1,5-10 LPA,0.48,0.65
57,9.78,9.469322449359073,0.31,0.6,0.4,2.3,5,1,<1 LPA,0.85,0.45
46,4.45,4.20550471114535,0.24,4.7,0.5,2.3,1,1,<1 LPA,-0.88,1.0
49,6.19,6.696928819819247,-0.51,0.8,2.2,0.4,4,1,5-10 LPA,-0.98,0.95
46,5.35,4.79144026031116,0.56,1.6,0.6,3.0,1,1,5-10 LPA,0.4,0.8
72,5.17,6.512939738698053,-1.34,0.1,0.4,0.0,5,1,5-10 LPA,-0.44,1.0
62,4.84,4.0,0.84,0.1,0.3,0.5,0,0,1-5 LPA,-0.33,1.0
60,7.73,8.778933998242099,-1.05,2.5,2.2,2.3,2,0,5-10 LPA,0.09,0.8
58,8.69,8.510544823297515,0.18,1.2,0.2,0.3,2,0,5-10 LPA,-0.8,0.95
87,7.47,8.157667897874845,-0.69,0.6,0.9,0.3,4,0,>10 LPA,0.29,0.6
58,4.88,4.943841187246987,-0.06,0.4,1.1,0.4,0,1,1-5 LPA,-0.35,1.0
75,8.87,9.781644428820375,-0.91,2.2,1.7,0.9,3,1,1-5 LPA,0.27,0.55
68,7.82,7.510110428357751,0.31,0.0,1.5,0.6,1,1,5-10 LPA,0.67,0.5
99,6.33,5.4511036598577505,0.88,3.3,2.5,1.3,3,1,>10 LPA,-0.66,0.75
57,8.04,9.17640342981685,-1.14,0.2,0.1,2.3,0,1,1-5 LPA,0.86,0.85
41,5.56,5.4692154832942865,0.09,0.4,0.5,1.1,4,1,1-5 LPA,0.06,0.75
40,6.07,6.247246778899369,-0.18,1.0,0.5,0.2,0,1,1-5 LPA,0.85,0.9
86,9.5,10.0,-0.5,1.3,0.2,2.7,4,1,1-5 LPA,-0.58,0.65
44,5.74,4.914435806324452,0.83,0.9,0.5,0.3,3,1,1-5 LPA,0.21,0.75
59,6.82,7.296392718111406,-0.48,0.8,0.6,0.2,3,1,<1 LPA,-0.19,0.85
50,9.34,8.868084194829688,0.47,6.6,1.1,0.1,0,1,1-5 LPA,0.55,0.9
81,8.25,8.144264515484503,0.11,2.1,1.6,0.8,0,1,1-5 LPA,0.21,0.6
41,4.37,4.4278231723074315,-0.06,0.0,0.7,0.1,2,0,<1 LPA,-0.01,1.0
42,4.88,4.0,0.88,1.1,1.9,0.1,4,1,1-5 LPA,0.83,0.85
62,4.05,4.0,0.05,4.2,0.6,0.4,2,1,<1 LPA,-0.25,1.0
94,7.79,8.870858313930512,-1.08,0.7,0.5,0.3,1,1,>10 LPA,-0.56,0.85
51,6.69,7.398952950867837,-0.71,0.2,1.2,0.9,1,1,1-5 LPA,0.22,0.8
59,4.81,4.759888338138212,0.05,2.8,0.0,1.7,0,1,5-10 LPA,0.25,1.0
44,9.75,9.944498766810314,-0.19,1.9,0.1,1.4,3,1,1-5 LPA,-0.12,0.85
76,7.18,6.944605995490834,0.24,1.7,0.8,0.3,1,1,>10 LPA,-0.03,0.7
77,5.45,6.535266708662386,-1.09,0.1,4.3,0.3,1,1,1-5 LPA,0.92,0.9
69,7.0,6.839717937764669,0.16,0.3,1.9,3.4,2,1,1-5 LPA,0.47,0.5
48,8.08,8.265473673707879,-0.19,1.9,0.1,0.0,2,1,1-5 LPA,-0.78,1.0
73,4.46,5.376824115313652,-0.92,0.5,2.8,2.1,1,0,5-10 LPA,-0.58,0.95
92,5.65,5.028102812123275,0.62,1.4,2.0,0.2,0,1,1-5 LPA,0.95,0.8
83,8.84,10.0,-1.16,1.6,1.4,2.9,2,0,1-5 LPA,0.45,0.8
74,6.76,5.5356308722052985,1.22,0.7,2.6,0.4,1,1,<1 LPA,0.83,0.6
91,7.28,8.58371370489024,-1.3,5.9,0.8,0.6,3,1,5-10 LPA,-0.39,1.0
97,6.6,6.30185953283842,0.3,3.7,0.4,1.2,2,0,1-5 LPA,0.48,0.75
61,4.26,4.065841001739774,0.19,2.6,1.1,0.9,1,1,<1 LPA,0.43,0.8
83,4.99,4.0,0.99,0.2,1.2,0.4,4,1,1-5 LPA,-0.41,0.75
63,6.67,6.306164226097845,0.36,0.2,1.2,0.8,2,0,1-5 LPA,0.1,0.75
56,5.26,4.428154775178492,0.83,1.4,1.2,1.3,4,0,5-10 LPA,0.25,0.9
49,4.3,4.0,0.3,0.4,4.5,0.0,2,1,<1 LPA,-0.04,0.95
69,9.06,8.950151227368897,0.11,7.7,3.5,0.0,2,1,1-5 LPA,0.65,0.75
95,9.89,10.0,-0.11,0.3,3.1,0.6,5,1,5-10 LPA,0.67,0.5
98,8.76,8.9260826811205,-0.17,1.3,2.4,0.1,5,1,5-10 LPA,0.7,0.55
85,9.12,9.36614132272089,-0.25,0.9,4.3,1.1,4,1,1-5 LPA,0.61,0.5
62,5.45,4.57358448892355,0.88,2.0,0.2,0.2,0,1,5-10 LPA,-0.02,1.0
71,9.76,9.055396728317815,0.7,0.3,0.5,0.6,1,1,1-5 LPA,-0.24,0.6
56,5.18,6.61898001468105,-1.44,1.1,1.0,0.2,0,1,1-5 LPA,0.66,1.0
89,9.71,9.121839172189404,0.59,0.6,2.8,0.8,0,1,>10 LPA,-0.02,0.6
90,9.97,10.0,-0.03,4.4,1.1,0.1,5,1,>10 LPA,-0.51,0.85
56,8.27,8.075551040895306,0.19,0.1,2.1,0.0,1,1,1-5 LPA,0.01,0.6
53,9.89,9.891830348914803,-0.0,4.9,0.2,0.1,5,1,<1 LPA,-0.72,0.95
48,7.42,8.276292128183943,-0.86,3.6,0.4,3.1,5,1,1-5 LPA,0.38,0.75
79,5.56,6.577513937550925,-1.02,0.7,2.0,0.2,5,0,<1 LPA,-0.33,1.0
41,6.62,6.53134995177673,0.09,3.1,0.3,1.2,3,1,<1 LPA,-0.48,0.95
84,7.56,7.249405557182769,0.31,0.1,0.6,0.1,0,1,1-5 LPA,0.91,0.5
64,4.44,4.39526364118223,0.04,6.8,0.5,0.1,0,1,>10 LPA,0.55,1.0
78,7.73,8.000366022585695,-0.27,1.5,0.6,0.7,0,1,>10 LPA,0.57,0.7
48,9.89,10.0,-0.11,0.7,1.8,0.6,3,1,1-5 LPA,0.25,0.65
93,5.14,5.143383887195321,-0.0,0.9,0.7,3.0,2,1,1-5 LPA,0.68,0.5
61,8.76,9.255109038418523,-0.5,0.1,1.2,2.9,4,1,<1 LPA,0.52,0.45
82,9.45,10.0,-0.55,8.0,0.2,1.5,4,0,1-5 LPA,0.2,0.8
85,9.66,9.965047689811827,-0.31,0.1,2.5,0.9,3,1,<1 LPA,0.92,0.45
43,9.76,10.0,-0.24,2.1,0.7,0.6,0,1,5-10 LPA,-0.62,1.0
65,7.13,5.914871339927945,1.22,1.2,1.6,0.4,4,1,<1 LPA,0.89,0.65
97,9.86,7.7554158905367485,2.1,5.9,1.9,2.9,3,1,>10 LPA,-0.2,0.55
68,8.54,8.850700583384134,-0.31,0.6,0.4,0.9,5,1,5-10 LPA,0.06,0.55
84,4.97,4.894140614975302,0.08,1.5,3.2,0.9,1,0,1-5 LPA,-0.75,1.0
73,6.86,6.448173860068207,0.41,1.3,1.4,0.3,4,1,<1 LPA,0.08,0.65
62,8.31,8.504824163349076,-0.19,2.4,0.8,0.0,1,0,5-10 LPA,0.22,0.75
76,5.48,5.431677016642474,0.05,0.1,0.3,2.9,0,1,>10 LPA,1.0,0.6
50,7.84,8.742224200507119,-0.9,0.4,4.3,0.4,4,1,5-10 LPA,0.95,0.7
45,8.0,8.068888694607182,-0.07,0.5,2.1,0.6,3,1,1-5 LPA,0.93,0.65
57,4.98,4.382461371943866,0.6,2.7,0.3,0.1,2,1,1-5 LPA,-0.3,1.0
60,7.39,8.182132991167432,-0.79,0.4,0.6,1.8,4,1,1-5 LPA,0.98,0.65
81,8.63,8.45629514004304,0.17,1.7,2.5,0.0,4,0,>10 LPA,-0.09,0.6
75,6.99,7.411229346937846,-0.42,0.5,1.8,1.8,4,1,5-10 LPA,0.7,0.55
80,4.07,4.0,0.07,4.0,2.2,0.2,4,0,5-10 LPA,-0.57,0.9
77,4.05,4.0,0.05,5.7,0.9,2.2,3,0,1-5 LPA,0.01,0.8
73,6.14,6.2073345841485565,-0.07,1.5,1.9,1.3,3,0,5-10 LPA,0.93,0.8
56,9.56,9.570262914834949,-0.01,0.9,0.7,0.2,2,1,1-5 LPA,0.89,0.7
76,5.37,5.753861628293467,-0.38,0.5,0.4,0.8,3,1,<1 LPA,0.37,0.65
64,7.81,7.595083397352205,0.21,0.1,1.5,0.4,3,1,1-5 LPA,0.6,0.45
77,5.33,4.0,1.33,0.6,5.6,0.2,0,1,>10 LPA,-0.65,0.95
97,5.93,5.583780893129289,0.35,2.1,0.6,2.0,0,0,5-10 LPA,0.44,0.85
51,9.09,9.725054773715053,-0.64,1.5,0.9,0.5,1,1,<1 LPA,0.24,0.8
62,8.37,8.132099136605515,0.24,5.8,1.7,0.5,2,0,>10 LPA,-0.82,0.95
92,4.57,4.372893277988362,0.2,1.0,1.2,0.2,0,1,1-5 LPA,-0.77,0.9
81,6.57,7.35910120472475,-0.79,2.4,2.8,0.5,2,0,1-5 LPA,-0.78,1.0
61,4.18,4.0,0.18,1.3,2.2,2.1,2,1,1-5 LPA,0.45,0.7
60,6.89,5.65575742540568,1.23,1.4,0.1,0.5,4,1,1-5 LPA,-0.72,0.85
66,7.97,7.841495104379605,0.13,0.6,6.0,3.0,5,1,1-5 LPA,-0.06,0.5
96,4.71,4.32266083900101,0.39,1.2,2.1,2.9,5,1,1-5 LPA,-0.29,0.65
70,5.73,4.957002944197397,0.77,1.3,3.0,0.2,5,1,5-10 LPA,0.1,0.75
45,6.39,6.249697235281047,0.14,2.5,1.6,0.2,2,0,1-5 LPA,0.41,0.95
66,9.52,9.913204517797427,-0.39,5.6,2.9,2.0,4,1,5-10 LPA,0.37,0.75
79,9.96,9.952569150745749,0.01,0.8,0.2,0.5,1,1,<1 LPA,0.03,0.4
73,4.27,4.51558485814899,-0.25,0.1,0.6,0.0,1,0,5-10 LPA,-0.07,0.95
51,8.57,10.0,-1.43,1.4,3.1,0.3,5,1,5-10 LPA,-0.2,1.0
84,6.23,5.955696910753949,0.27,1.6,0.3,0.9,1,0,5-10 LPA,0.72,0.65
96,6.35,6.572678907715735,-0.22,0.4,0.1,1.6,4,1,1-5 LPA,-0.34,0.75
92,8.53,8.122629309920692,0.41,2.9,2.3,0.1,5,0,5-10 LPA,-0.48,0.7
46,9.51,8.832912224090421,0.68,8.0,2.7,0.1,4,1,<1 LPA,0.49,0.75
49,9.71,9.242073877265785,0.47,5.8,0.3,2.6,1,1,>10 LPA,-0.28,0.8
84,7.46,7.07699314278265,0.38,0.4,2.9,1.4,5,0,<1 LPA,0.69,0.7
56,6.14,6.4275806380377,-0.29,4.2,1.7,0.9,4,1,<1 LPA,-0.34,1.0
65,8.73,10.0,-1.27,2.4,1.1,1.5,3,1,1-5 LPA,0.4,0.8
60,5.51,4.937165250979327,0.57,1.2,2.7,0.6,3,1,5-10 LPA,-0.91,0.95
67,7.38,7.04669975550763,0.33,1.6,0.8,1.4,4,1,<1 LPA,-0.23,0.75
97,6.15,6.099501589511002,0.05,3.8,0.3,0.5,4,1,>10 LPA,-0.31,0.75
85,7.94,8.256639078967797,-0.32,1.3,0.5,0.3,0,1,>10 LPA,0.63,0.7
41,5.44,5.650840649563828,-0.21,0.9,1.1,1.3,0,0,5-10 LPA,0.93,1.0
99,5.15,6.177276635158494,-1.03,1.4,1.1,0.5,2,0,1-5 LPA,-0.08,1.0
93,9.51,7.568886343571833,1.94,1.7,2.5,4.0,5,1,5-10 LPA,0.65,0.35
82,4.61,4.0,0.61,0.4,2.4,0.4,2,0,1-5 LPA,0.4,0.75
40,7.04,6.643297462391881,0.4,4.6,1.3,2.5,2,1,1-5 LPA,0.93,0.8
90,5.33,6.207840150034967,-0.88,2.2,2.3,2.7,1,1,>10 LPA,0.62,0.7
92,4.23,4.0,0.23,2.0,0.3,0.3,3,1,>10 LPA,-0.85,0.85
75,4.22,4.0,0.22,0.2,0.1,1.6,1,0,>10 LPA,0.43,0.65
90,5.05,5.506943524975367,-0.46,1.9,3.1,0.6,5,1,1-5 LPA,0.07,0.8
65,9.2,9.39492577896217,-0.19,0.3,0.1,2.5,4,1,1-5 LPA,-0.97,0.65
68,5.69,4.817833274560456,0.87,0.2,0.4,0.6,0,0,1-5 LPA,-0.5,1.0
60,9.7,8.911568319423255,0.79,1.5,1.8,1.4,5,1,1-5 LPA,0.84,0.55
50,7.49,6.71420502429226,0.78,1.0,0.8,0.6,4,1,1-5 LPA,0.85,0.65
79,6.62,6.708428253979152,-0.09,1.8,3.1,0.3,5,0,1-5 LPA,0.6,0.85
50,7.48,6.978947779053595,0.5,0.2,0.5,0.2,4,1,5-10 LPA,0.96,0.65
75,7.1,7.495251135180416,-0.4,1.1,0.0,0.6,0,0,5-10 LPA,0.61,0.85
88,8.55,6.2662986696764875,2.28,0.4,0.5,1.4,4,1,5-10 LPA,-0.98,0.55
98,5.69,5.004518507897761,0.69,8.0,1.3,0.9,2,1,5-10 LPA,-0.42,1.0
78,6.12,5.21915683127116,0.9,1.6,0.7,1.2,5,1,<1 LPA,-0.94,0.75
79,9.36,9.154927457302005,0.21,2.3,1.1,0.3,0,1,<1 LPA,-0.81,0.8
74,9.68,9.249561793207889,0.43,0.8,3.1,0.7,4,1,5-10 LPA,-0.56,0.7
93,9.36,9.998275023916612,-0.64,0.2,3.7,0.0,2,1,1-5 LPA,0.01,0.55
73,6.52,5.032530582671954,1.49,7.4,0.5,1.7,2,1,1-5 LPA,0.7,0.8
94,8.68,8.716393181064602,-0.04,0.7,0.9,4.6,3,0,<1 LPA,0.72,0.6
86,6.86,7.306669138569365,-0.45,1.1,1.2,0.5,2,0,1-5 LPA,0.23,0.85
63,6.99,8.475317949249565,-1.49,2.1,4.5,0.0,1,1,5-10 LPA,0.86,1.0
93,5.23,4.84458722312522,0.39,0.1,6.0,0.2,0,1,>10 LPA,0.0,0.75
61,7.55,7.809566883482013,-0.26,3.3,0.4,1.1,0,0,>10 LPA,0.78,0.85
44,5.12,4.0,1.12,1.5,1.9,0.9,0,0,1-5 LPA,-0.09,1.0
95,5.99,4.076435036549581,1.91,0.7,0.7,1.6,4,1,1-5 LPA,-0.45,0.75
72,9.13,9.805819500625361,-0.68,0.1,0.0,0.3,5,1,5-10 LPA,0.83,0.55
97,5.24,5.235551765081544,0.0,0.4,0.0,1.4,4,1,1-5 LPA,-0.22,0.65
75,4.43,5.372810151838738,-0.94,4.5,0.9,1.2,1,1,1-5 LPA,0.01,0.9
86,4.41,4.0,0.41,2.3,1.0,0.4,5,1,>10 LPA,-0.34,0.85
59,9.64,10.0,-0.36,0.6,0.0,0.8,2,1,5-10 LPA,0.33,0.7
58,7.04,8.535054272435083,-1.5,0.1,1.7,0.2,4,1,>10 LPA,0.99,0.9
74,6.46,6.795764486685813,-0.34,2.3,0.5,0.6,5,0,1-5 LPA,-0.95,1.0
91,8.87,9.091265204472839,-0.22,1.7,1.2,2.1,2,1,1-5 LPA,0.8,0.5
82,9.01,9.016844864659479,-0.01,1.0,0.5,0.5,5,1,5-10 LPA,-0.99,0.65
56,5.99,4.7332948342992704,1.26,0.9,0.3,1.8,2,1,<1 LPA,-0.27,0.9
98,8.16,9.244458348568278,-1.08,0.5,0.8,0.9,5,0,5-10 LPA,-0.66,0.85
84,8.63,8.141313888155949,0.49,2.2,0.4,0.2,4,1,<1 LPA,0.51,0.45
82,7.93,8.333586605106413,-0.4,7.1,1.1,0.9,4,0,5-10 LPA,-0.9,0.9
73,4.91,4.0,0.91,0.4,0.3,0.7,1,0,5-10 LPA,0.11,0.75
48,9.26,8.316432268393775,0.94,1.8,1.1,0.5,3,1,<1 LPA,-0.41,0.85
65,7.23,8.378069919377788,-1.15,1.1,0.3,0.1,0,1,1-5 LPA,-0.73,1.0
41,5.69,5.412158168833726,0.28,1.2,1.7,0.5,4,1,5-10 LPA,0.54,0.85
92,6.55,7.712620380834036,-1.16,0.6,2.1,0.1,4,1,5-10 LPA,-0.57,0.9
48,4.23,4.167415472753186,0.06,3.5,0.2,0.1,2,1,1-5 LPA,-0.55,1.0
48,4.77,4.0,0.77,1.3,0.9,0.5,3,1,>10 LPA,-0.45,1.0
79,8.59,9.303654079785376,-0.71,1.6,0.1,0.4,4,1,1-5 LPA,0.17,0.55
56,4.0,4.0,0.0,0.7,1.4,2.6,5,0,1-5 LPA,0.32,0.8
40,6.5,7.058951050813635,-0.56,0.4,0.5,0.5,3,1,<1 LPA,-0.96,0.95
64,7.14,7.160168694032065,-0.02,0.2,1.1,1.4,0,1,>10 LPA,-0.52,1.0
82,4.33,4.0,0.33,2.5,1.1,0.8,5,0,<1 LPA,-0.14,1.0
79,9.84,9.971435812296455,-0.13,0.4,3.9,1.2,2,1,1-5 LPA,-0.34,0.75
81,5.36,7.116978513722239,-1.76,2.3,1.2,0.3,1,1,5-10 LPA,0.77,0.95
64,5.83,6.224389166811568,-0.39,1.0,1.3,2.8,5,1,1-5 LPA,0.58,0.65
78,5.82,5.77398579759563,0.05,1.1,0.8,0.8,0,1,1-5 LPA,0.25,0.8
74,5.38,6.240274721565518,-0.86,1.3,4.5,1.8,5,1,1-5 LPA,-0.32,1.0
42,4.01,4.178534772162489,-0.17,0.9,2.3,0.5,3,0,5-10 LPA,0.4,0.9
89,8.38,8.547627384210235,-0.17,0.2,0.5,0.1,3,0,1-5 LPA,0.69,0.6
76,9.8,8.926699862272718,0.87,0.7,2.8,1.1,0,1,>10 LPA,0.19,0.5
83,5.35,5.537078420631678,-0.19,2.2,0.8,0.0,3,1,>10 LPA,0.57,0.75
83,7.98,8.808354733133557,-0.83,2.2,2.6,0.6,5,1,5-10 LPA,0.5,0.55
90,8.45,7.78115027831998,0.67,0.7,2.6,0.2,1,1,5-10 LPA,0.14,0.4
69,9.09,10.0,-0.91,1.2,0.3,1.0,5,1,1-5 LPA,-0.38,0.85
77,6.54,6.466635180683899,0.07,0.4,1.8,3.9,1,1,1-5 LPA,0.49,0.4
73,5.82,5.109784390769168,0.71,0.5,0.5,0.6,3,0,5-10 LPA,-0.59,0.9
51,5.95,6.748105661536195,-0.8,0.0,0.5,1.7,5,0,>10 LPA,0.56,0.9
58,8.28,8.050564611409383,0.23,4.5,0.5,0.7,3,1,1-5 LPA,0.61,0.75
76,8.9,9.507611909988887,-0.61,0.5,1.9,0.7,1,1,1-5 LPA,0.64,0.5
83,5.09,4.85659309419317,0.23,0.5,0.4,2.7,3,1,1-5 LPA,-0.05,0.55
98,6.23,6.182139085176077,0.05,0.7,0.0,2.2,4,1,1-5 LPA,-0.62,0.55
98,9.41,9.804848163467433,-0.39,0.3,1.9,1.5,2,1,<1 LPA,-0.8,0.7
88,8.84,9.072717646072004,-0.23,2.0,0.3,0.4,5,1,1-5 LPA,0.49,0.55
56,9.91,8.31357457563861,1.6,0.2,0.2,0.8,4,1,1-5 LPA,0.77,0.55
49,8.53,7.633005007924486,0.9,0.3,0.4,0.3,3,1,1-5 LPA,0.3,0.55
96,6.36,7.103527987832653,-0.74,2.1,0.7,0.6,3,1,1-5 LPA,-0.71,0.85
94,7.54,7.4342907288787625,0.11,0.8,1.0,0.7,2,1,5-10 LPA,0.87,0.4
88,7.97,7.551014957782862,0.42,2.5,0.1,1.8,3,0,>10 LPA,0.98,0.5
86,4.47,4.0,0.47,1.6,5.3,2.3,2,1,>10 LPA,-0.13,0.75
51,7.27,6.406210942979321,0.86,0.6,1.9,0.5,5,1,1-5 LPA,0.19,0.65
55,8.26,6.642561088030442,1.62,2.1,0.6,0.0,1,1,<1 LPA,0.55,0.7
63,5.0,4.918975425038774,0.08,0.2,0.6,2.0,2,1,>10 LPA,0.47,0.7
58,8.68,8.201249935535163,0.48,1.5,0.9,0.2,2,1,5-10 LPA,0.94,0.7
47,7.5,6.726729687211748,0.77,1.1,1.5,1.0,4,0,1-5 LPA,-0.77,1.0
70,9.71,9.655501259865638,0.05,0.6,0.2,0.0,3,1,<1 LPA,0.16,0.45
60,4.25,4.54117650468219,-0.29,1.9,0.3,0.5,5,0,<1 LPA,0.38,1.0
56,5.59,7.264558345767956,-1.67,4.1,2.9,4.3,1,0,<1 LPA,0.78,1.0
62,7.61,6.4004932643494294,1.21,8.0,0.4,0.1,0,1,<1 LPA,0.75,0.8
76,5.78,6.707504834640418,-0.93,1.9,0.7,0.6,2,1,>10 LPA,0.96,0.8
93,8.29,9.068481248812057,-0.78,1.0,3.1,0.4,0,1,1-5 LPA,0.02,0.65
55,8.55,7.92672580849864,0.62,0.5,1.6,2.4,3,1,5-10 LPA,0.66,0.45
45,4.62,4.782588763668825,-0.16,0.6,0.6,2.0,2,1,5-10 LPA,-0.15,1.0
47,7.08,6.713893400529908,0.37,1.3,1.7,0.3,0,0,5-10 LPA,-0.16,1.0
64,7.05,7.198550864334991,-0.15,0.9,0.0,0.1,4,0,>10 LPA,-0.49,0.9
57,6.22,7.427304810723641,-1.21,4.9,2.0,1.0,0,1,>10 LPA,0.64,1.0
64,9.6,10.0,-0.4,0.9,1.0,0.4,4,0,1-5 LPA,0.97,0.7
51,8.97,9.376886698586754,-0.41,0.9,2.5,1.1,1,1,>10 LPA,-0.49,0.9
54,8.18,7.835752544036286,0.34,1.0,4.6,0.0,3,1,5-10 LPA,-0.89,0.8
98,8.29,7.1027546680605305,1.19,3.6,3.9,0.1,5,1,<1 LPA,0.63,0.5
65,6.77,6.603225431567673,0.17,2.1,3.6,1.2,0,0,5-10 LPA,0.24,0.9
80,9.53,10.0,-0.47,1.9,1.1,0.2,2,1,5-10 LPA,0.92,0.6
84,8.17,6.948265714728282,1.22,0.8,0.7,1.9,3,1,>10 LPA,-0.5,0.55
65,8.37,7.525928505458643,0.84,3.4,0.9,0.1,0,0,1-5 LPA,-0.86,1.0
86,9.17,9.271014188987255,-0.1,0.1,1.8,0.2,2,1,1-5 LPA,-0.02,0.6
71,5.64,4.85227617212219,0.79,4.1,3.2,6.0,2,1,<1 LPA,-0.83,1.0
49,8.84,8.20598124230783,0.63,1.4,0.3,0.6,5,1,1-5 LPA,-0.48,0.85
55,5.17,4.831121134617458,0.34,1.0,3.8,1.2,5,1,<1 LPA,-0.75,1.0
46,6.07,4.977506076647881,1.09,1.4,2.5,0.2,2,0,1-5 LPA,-0.55,1.0
56,6.01,5.230702523026905,0.78,2.2,5.8,0.9,5,1,5-10 LPA,-0.79,1.0
62,9.87,10.0,-0.13,0.0,3.2,1.3,2,1,1-5 LPA,0.91,0.65
65,9.14,8.094104174215229,1.05,4.1,0.5,0.4,0,0,1-5 LPA,-0.44,1.0
60,8.21,6.931702292404131,1.28,1.2,0.2,1.8,1,1,1-5 LPA,-0.11,0.7
61,8.36,7.855980016372884,0.5,0.8,0.2,0.9,5,0,<1 LPA,0.8,0.7
97,7.37,7.955564402007877,-0.59,0.3,0.5,0.5,4,1,1-5 LPA,0.35,0.55
46,9.68,9.522462553602487,0.16,1.2,1.4,0.8,4,0,<1 LPA,0.24,0.9
53,6.98,6.608335137507506,0.37,1.4,2.4,0.9,4,1,1-5 LPA,0.41,0.75
54,6.28,6.315487038012486,-0.04,1.0,3.4,0.2,1,1,<1 LPA,0.66,0.85
92,4.98,4.0,0.98,2.3,1.5,0.5,2,1,<1 LPA,0.76,0.7
46,8.72,9.115764523020026,-0.4,1.1,0.0,0.4,2,1,1-5 LPA,0.29,0.8
48,8.41,8.716748025122916,-0.31,6.5,0.3,0.5,3,1,1-5 LPA,0.78,0.85
90,6.31,5.982553220723423,0.33,1.8,0.2,1.4,4,1,<1 LPA,0.07,0.55
87,4.15,4.954739609437134,-0.8,3.3,0.7,0.7,4,1,1-5 LPA,-0.45,0.95
47,9.03,8.128003120837569,0.9,0.2,1.0,2.8,2,1,5-10 LPA,0.76,0.5
89,4.07,4.9723271946028555,-0.9,1.0,0.1,0.3,4,1,5-10 LPA,0.08,0.65
98,8.22,8.3435949324762,-0.12,0.8,0.6,0.5,2,1,<1 LPA,0.81,0.5
62,9.82,9.550757928097461,0.27,1.7,0.3,1.5,2,1,1-5 LPA,-0.92,0.8
68,6.63,6.614101091705351,0.02,3.9,1.6,0.8,5,1,5-10 LPA,-0.2,0.75
57,5.41,5.324188187351247,0.09,0.2,0.9,0.8,2,0,<1 LPA,0.9,1.0
70,8.23,9.206226317134174,-0.98,0.2,1.0,0.1,0,1,>10 LPA,-0.5,0.9
69,8.9,8.038656698023189,0.86,3.8,0.8,0.5,0,0,>10 LPA,0.88,0.75
91,7.28,6.6699846086827215,0.61,0.5,4.7,0.3,0,1,>10 LPA,0.91,0.65
78,9.8,10.0,-0.2,2.2,0.4,6.0,0,0,5-10 LPA,0.76,0.65
74,4.31,4.0,0.31,1.6,1.1,0.4,1,1,5-10 LPA,0.13,0.8
57,7.03,7.750426461865274,-0.72,3.6,2.0,2.2,3,1,5-10 LPA,0.29,0.75
98,8.31,9.669548786406969,-1.36,0.3,1.2,1.1,3,1,5-10 LPA,0.74,0.6
81,9.18,8.858563978446693,0.32,0.3,4.0,0.4,2,1,5-10 LPA,0.55,0.45
78,5.08,5.6250898612602445,-0.55,1.6,0.7,0.8,4,1,5-10 LPA,0.26,0.75
56,8.8,7.877046174928114,0.92,5.9,0.9,1.8,0,1,1-5 LPA,0.96,0.9
53,7.32,7.9237866384542475,-0.6,1.1,0.1,2.1,3,1,1-5 LPA,0.37,0.75
70,6.38,6.539539188789414,-0.16,0.8,1.4,0.2,3,1,>10 LPA,0.95,0.65
63,4.79,5.168430625728172,-0.38,1.9,0.5,0.4,0,1,<1 LPA,-0.89,1.0
74,9.19,8.673542342371684,0.52,5.3,0.3,0.4,1,1,5-10 LPA,-0.72,0.9
83,4.94,4.0,0.94,3.6,1.2,0.0,1,0,>10 LPA,-0.1,0.85
99,5.86,6.262601651799605,-0.4,8.0,1.1,0.9,3,1,5-10 LPA,-0.23,0.95
84,5.74,4.089277478016436,1.65,0.0,0.1,1.9,1,1,>10 LPA,0.57,0.6
73,9.23,8.976119606205973,0.25,0.2,1.8,0.5,5,1,5-10 LPA,-0.68,0.65
42,8.04,8.792945493135974,-0.75,1.9,1.5,1.3,0,1,<1 LPA,0.95,0.9
76,8.78,8.933518188698429,-0.15,3.4,0.3,1.0,3,1,5-10 LPA,-0.37,0.75
82,5.5,7.058674115831851,-1.56,0.7,1.0,0.5,0,1,1-5 LPA,-0.14,1.0
79,7.75,8.570087322065419,-0.82,0.5,1.9,0.2,1,0,1-5 LPA,-0.45,0.85
65,7.43,6.906881289339538,0.52,3.1,1.1,1.2,0,1,1-5 LPA,0.16,0.8
94,9.0,9.021850703881151,-0.02,0.1,0.8,1.9,1,0,1-5 LPA,-0.88,0.85
62,9.44,9.40210343796445,0.04,0.9,0.6,1.2,1,1,1-5 LPA,-0.7,0.7
